County,State,Population,Poverty Rate,Median Age,Median Household Income,Number of Employees,Median Property Value
gladwin-county-mi,mi,"25,324",20.2%,49.5,"$40,871","8,896","$100,500"
glascock-county-ga,ga,"3,027",11.5%,42.9,"$45,273","1,307","$66,600"
glasscock-county-tx,tx,"1,420",11.6%,38.3,"$64,886",669,"$193,600"
glenn-county-ca,ca,"27,935",19.6%,36.8,"$46,260","10,775","$214,600"
gloucester-county-nj,nj,"291,408",7.94%,40.8,"$81,849","148,667","$221,600"
gloucester-county-va,va,"37,035",8.69%,44.6,"$63,881","17,770","$224,100"
glynn-county-ga,ga,"83,467",19.2%,40.8,"$47,546","37,393","$161,200"
gogebic-county-mi,mi,"15,577",20.4%,48.7,"$36,689","5,968","$70,100"
golden-valley-county-mt,mt,747,18.2%,54,"$43,854",351,"$98,300"
goliad-county-tx,tx,"7,510",16.4%,46.4,"$56,737","2,994","$130,900"
gonzales-county-tx,tx,"20,558",17.2%,36.9,"$47,516","8,939","$92,900"
goochland-county-va,va,"22,148",5.33%,48.4,"$86,652","10,561","$327,700"
goodhue-county-mn,mn,"46,138",10.8%,42.9,"$62,431","23,976","$191,400"
gooding-county-id,id,"15,110",15.9%,37.3,"$42,626","6,886","$134,400"
gordon-county-ga,ga,"56,424",18.8%,37,"$43,452","25,142","$119,500"
goshen-county-wy,wy,"13,479",13.2%,43.7,"$48,422","6,122","$154,900"
gosper-county-ne,ne,"2,019",5.7%,49.5,"$61,769","1,129","$116,300"
gove-county-ks,ks,"2,632",8.99%,48.5,"$50,817","1,295","$78,900"
grady-county-ga,ga,"25,048",25.4%,39.7,"$39,462","10,207","$110,500"
grady-county-ok,ok,"54,351",12.4%,38.6,"$55,527","24,472","$117,200"
grafton-county-nh,nh,"89,280",10.9%,42.9,"$61,036","45,847","$215,600"
graham-county-az,az,"37,700",21.4%,33.1,"$48,173","12,412","$123,500"
graham-county-nc,nc,"8,607",19%,45,"$36,030","3,025","$124,800"
grainger-county-tn,tn,"22,942",18.7%,44.2,"$40,088","9,482","$110,600"
grand-county-co,co,"14,793",13.1%,44.1,"$66,489","8,829","$285,000"
grand-forks-county-nd,nd,"70,130",17%,29.5,"$51,410","38,387","$181,600"
grand-isle-county-vt,vt,"6,950",7.48%,48.1,"$66,111","3,766","$274,700"
grand-traverse-county-mi,mi,"91,222",9.71%,42.8,"$58,229","45,390","$183,000"
granite-county-mt,mt,"3,206",9.91%,53.1,"$49,063","1,206","$218,900"
grant-county-ar,ar,"18,076",14.4%,39.9,"$49,968","7,561","$123,500"
grant-county-in,in,"67,615",19.1%,39.9,"$42,046","29,436","$87,600"
grant-county-ks,ks,"7,716",10%,32.6,"$57,474","3,620","$102,800"
grant-county-ky,ky,"24,800",21.5%,36.5,"$43,881","10,421","$119,700"
grant-county-la,la,,,,,,
grant-county-mn,mn,"5,923",10.6%,45.3,"$53,727","2,853","$104,900"
grant-county-ne,ne,682,21.1%,48.6,"$45,833",338,"$55,300"
grant-county-nm,nm,"28,382",22%,45.9,"$40,470","10,647","$125,300"
grant-county-nd,nd,"2,387",12.8%,52.2,"$50,875","1,158","$79,800"
grant-county-ok,ok,"4,458",9.65%,44,"$54,460","2,055","$76,400"
grant-county-or,or,"7,209",13.7%,53,"$44,826","2,983","$155,400"
grant-county-sd,sd,"7,133",7.62%,43.7,"$56,276","3,718","$115,800"
grant-county-wa,wa,"93,420",15.9%,32.6,"$52,382","39,432","$161,700"
grant-county-wv,wv,"11,673",12.7%,46.3,"$40,093","4,823","$144,600"
grant-county-wi,wi,"51,742",15.3%,35.6,"$50,522","26,480","$137,200"
granville-county-nc,nc,"58,503",14.3%,42.5,"$52,089","25,650","$146,100"
gratiot-county-mi,mi,"41,319",20.5%,39,"$42,256","15,236","$92,100"
graves-county-ky,ky,"37,259",19.2%,40.3,"$40,369","15,661","$95,600"
gray-county-ks,ks,"6,004",8.48%,35.9,"$61,220","3,095","$117,900"
gray-county-tx,tx,"22,962",14.9%,36.7,"$48,314","9,498","$71,700"
grays-harbor-county-wa,wa,"71,454",16%,43.5,"$45,483","27,104","$161,800"
grayson-county-ky,ky,"26,129",25.7%,40.2,"$35,944","10,491","$102,200"
grayson-county-tx,tx,"126,146",14.3%,40.2,"$52,683","57,373","$116,600"
grayson-county-va,va,"15,708",20.2%,47.4,"$32,048","6,509","$95,700"
greeley-county-ne,ne,"2,436",9.82%,45.9,"$47,218","1,183","$69,400"
green-county-ky,ky,"11,044",19%,44.4,"$37,388","4,626","$75,800"
green-county-wi,wi,"36,869",8.89%,42.8,"$60,609","20,015","$163,600"
green-lake-county-wi,wi,"18,745",11.4%,45.5,"$50,276","8,961","$139,300"
greenbrier-county-wv,wv,"35,523",17.8%,45.4,"$40,483","13,947","$115,400"
greene-county-al,al,"8,533",38.8%,42,"$20,954","2,411","$67,700"
greene-county-ar,ar,"44,197",15.9%,37.7,"$45,566","19,093","$110,400"
greene-county-ga,ga,"16,732",21.9%,48.9,"$45,069","6,122","$175,800"
greene-county-il,il,"13,311",17.9%,42.7,"$44,502","5,854","$76,900"
greene-county-in,in,"32,431",12.9%,42.8,"$49,648","14,248","$95,900"
greene-county-ia,ia,"9,046",10%,45.7,"$52,529","4,506","$88,900"
greene-county-ms,ms,"13,801",15.1%,39,"$48,029","3,972","$80,700"
greene-county-mo,mo,"291,923",18.5%,36.6,"$43,771","135,829","$148,000"
greene-county-ny,ny,"47,791",12.4%,45.6,"$53,214","20,009","$176,100"
greene-county-nc,nc,"21,059",25.8%,40.4,"$36,989","8,125","$85,700"
greene-county-oh,oh,"164,825",12.3%,38.1,"$65,032","77,038","$163,500"
greene-county-pa,pa,"37,338",14.8%,42,"$50,972","14,775","$108,600"
greene-county-tn,tn,"68,520",17.2%,44.3,"$38,266","28,001","$114,600"
greene-county-va,va,"19,213",9.37%,39.6,"$62,952","9,209","$242,500"
greenlee-county-az,az,"9,368",11.5%,33.4,"$56,298","3,675","$87,500"
greensville-county-va,va,"11,606",17%,41.1,"$42,121","4,012","$89,400"
greenup-county-ky,ky,"36,012",16.5%,43.3,"$47,517","13,651","$103,300"
greenville-county-sc,sc,"514,213",13.5%,38.4,"$61,183","256,432","$192,700"
greenwood-county-ks,ks,"6,227",12.4%,48.6,"$41,648","2,773","$61,100"
greenwood-county-sc,sc,"69,981",24.2%,39.3,"$39,196","29,541","$116,300"
greer-county-ok,ok,"6,018",19.2%,39.6,"$35,898","2,137","$65,800"
gregg-county-tx,tx,"123,402",17.6%,35.4,"$47,970","55,237","$130,000"
gregory-county-sd,sd,"4,209",15.3%,45.8,"$42,679","2,017","$68,600"
grenada-county-ms,ms,"21,379",24.2%,40.3,"$34,876","7,958","$93,200"
griggs-county-nd,nd,"2,276",8.03%,50.9,"$50,272","1,180","$91,800"
grimes-county-tx,tx,"27,358",18.6%,40.4,"$49,745","10,403","$110,100"
grundy-county-il,il,"50,333",9.38%,37.5,"$71,598","24,608","$188,300"
grundy-county-ia,ia,"12,354",5.76%,42.4,"$65,170","6,295","$129,900"
grundy-county-mo,mo,"10,111",20.5%,40.9,"$41,092","4,506","$85,100"
grundy-county-tn,tn,"13,359",28.5%,43,"$31,919","4,172","$82,400"
guadalupe-county-nm,nm,"4,426",13%,41.7,"$26,060","1,374","$81,100"
guadalupe-county-tx,tx,"150,889",10.6%,36.7,"$66,187","70,169","$175,000"
guernsey-county-oh,oh,"39,414",20.2%,42.4,"$42,744","16,454","$103,100"
guilford-county-nc,nc,"533,670",16.7%,37,"$51,803","253,968","$170,300"
gulf-county-fl,fl,"16,018",14.9%,44.3,"$44,647","5,896","$151,400"
gunnison-county-co,co,"16,215",14.1%,34.5,"$52,651","9,429","$313,900"
guthrie-county-ia,ia,"10,664",10.1%,45.7,"$56,306","5,350","$112,600"
gwinnett-county-ga,ga,"927,781",12.1%,35.5,"$72,184","472,029","$232,600"
habersham-county-ga,ga,"43,878",17.2%,39.5,"$44,474","17,338","$137,200"
haines-county-ak,ak,,,,,,
hale-county-al,al,"14,995",26.1%,39.8,"$34,679","5,252","$88,800"
hale-county-tx,tx,"34,527",19.8%,33,"$46,012","14,267","$80,200"
halifax-county-nc,nc,"52,300",26.8%,42.7,"$33,573","19,523","$86,500"
halifax-county-va,va,"35,030",18.7%,45.9,"$39,233","14,426","$110,800"
hall-county-ga,ga,"192,865",16.1%,36,"$55,622","90,062","$171,900"
hall-county-ne,ne,"61,233",13.5%,35.8,"$53,807","31,740","$136,500"
hall-county-tx,tx,"3,102",22.2%,43.2,"$31,324","1,125","$48,700"
hamblen-county-tn,tn,"63,465",19.8%,40.3,"$42,042","26,084","$131,200"
hamilton-county-fl,fl,"14,238",26.6%,41.1,"$36,209","3,849","$73,500"
hamilton-county-il,il,"8,259",13.9%,43.6,"$47,293","3,751","$91,500"
hamilton-county-in,in,"330,086",4.98%,37.7,"$100,209","176,794","$280,100"
hamilton-county-ia,ia,"15,201",9.36%,42.6,"$55,836","7,735","$98,900"
hamilton-county-ks,ks,"2,621",9.35%,33.4,"$48,160","1,284","$86,800"
hamilton-county-ne,ne,"9,149",7.17%,42.3,"$61,944","4,856","$136,200"
hamilton-county-ny,ny,"4,646",9.68%,53.7,"$55,587","1,991","$164,000"
hamilton-county-oh,oh,"816,684",17%,36.6,"$57,189","418,318","$162,100"
hamilton-county-tn,tn,"364,286",14.5%,39.7,"$57,280","177,723","$182,100"
hamilton-county-tx,tx,"8,220",16.1%,46.4,"$46,611","3,584","$108,500"
hamlin-county-sd,sd,"5,911",5.58%,35.2,"$61,784","2,874","$117,400"
hampden-county-ma,ma,"470,406",17.2%,39.1,"$52,372","212,587","$217,600"
hampshire-county-ma,ma,"161,197",13.8%,36.1,"$64,974","84,348","$272,700"
hampshire-county-wv,wv,"23,412",16.9%,45.4,"$36,575","9,270","$136,700"
hampton-county-sc,sc,"20,066",18.4%,39.9,"$32,147","7,429","$75,400"
hampton-county-va,va,,,,,,
hancock-county-ga,ga,"8,667",30%,44.3,"$29,268","2,126","$66,100"
hancock-county-il,il,"18,264",11.2%,46,"$51,460","8,292","$85,100"
hancock-county-in,in,"72,776",6.99%,40.2,"$70,973","37,374","$161,800"
hancock-county-ia,ia,"10,971",9.06%,44.5,"$57,840","5,653","$97,600"
hancock-county-ky,ky,"8,700",15.7%,40.2,"$49,135","3,614","$109,100"
hancock-county-me,me,"54,468",11.6%,48.1,"$51,438","26,527","$207,300"
hancock-county-ms,ms,"46,277",17.2%,43.2,"$47,518","19,009","$132,800"
hancock-county-oh,oh,"75,508",12.1%,38.9,"$52,831","37,928","$132,600"
hancock-county-wv,wv,"29,921",13.5%,46.1,"$43,634","13,416","$89,800"
hand-county-sd,sd,"3,303",8.16%,47.4,"$50,720","1,697","$115,100"
hanover-county-va,va,"103,218",5.76%,42.6,"$84,955","54,324","$267,600"
hansford-county-tx,tx,"5,532",18.7%,34.9,"$40,678","2,394","$93,500"
hanson-county-sd,sd,"3,404",6.54%,36.2,"$62,448","1,638","$121,300"
haralson-county-ga,ga,"28,722",18%,40.7,"$43,663","11,808","$117,000"
hardee-county-fl,fl,"27,326",24.5%,34.9,"$39,063","9,857","$81,200"
hardeman-county-tn,tn,"25,784",21.2%,40.5,"$36,686","8,181","$85,400"
hardin-county-ky,ky,"107,699",14.2%,36.1,"$51,923","47,636","$148,000"
hardin-county-oh,oh,"31,576",16.6%,35.6,"$46,404","14,190","$95,400"
hardin-county-tn,tn,"25,813",21.5%,45.3,"$39,092","9,716","$107,400"
hardin-county-tx,tx,"55,993",12%,39.3,"$56,131","24,056","$113,100"
hancock-county-tn,tn,"6,605",25.7%,44.6,"$29,619","2,268","$83,500"
harding-county-nm,nm,546,19.8%,58.4,"$35,096",201,"$67,800"
hardy-county-wv,wv,"13,812",14.8%,44.9,"$42,573","6,463","$121,900"
harmon-county-ok,ok,"2,758",16.1%,42.4,"$38,264","1,190","$49,700"
harnett-county-nc,nc,"128,753",18%,33.9,"$50,323","49,216","$144,700"
harney-county-or,or,"7,195",17.5%,46.2,"$39,504","2,881","$111,900"
hardin-county-il,il,"4,161",16.6%,46.8,"$39,524","1,303","$63,200"
hardeman-county-tx,tx,"3,990",13.8%,43.6,"$37,995","1,695","$38,400"
hardin-county-ia,ia,"17,239",8.05%,44.4,"$52,207","8,542","$91,300"
harper-county-ks,ks,"5,746",16.8%,42.5,"$48,059","2,608","$66,700"
harper-county-ok,ok,"3,843",13.2%,38.9,"$46,915","1,645","$76,300"
harrison-county-in,in,"39,450",12.9%,42.7,"$53,897","17,769","$136,400"
harrison-county-ia,ia,"14,196",10.4%,44,"$57,558","7,308","$107,600"
harrison-county-ky,ky,"18,630",16.4%,41.8,"$44,620","7,850","$132,900"
harlan-county-ky,ky,"27,548",35.6%,41.4,"$24,451","7,555","$53,500"
harford-county-md,md,"250,132",7.47%,40.6,"$83,445","129,108","$281,400"
harlan-county-ne,ne,"3,469",12.9%,49.5,"$46,750","1,613","$83,200"
harrison-county-ms,ms,"200,491",20.5%,35.9,"$44,684","84,351","$144,300"
harrison-county-mo,mo,"8,615",18.3%,42.8,"$42,889","3,821","$72,800"
harrison-county-oh,oh,"15,397",15.7%,46,"$46,223","6,707","$88,600"
harrison-county-tx,tx,"66,606",17.9%,37.7,"$48,644","27,603","$115,100"
harrison-county-wv,wv,"68,438",15%,42,"$48,315","30,340","$110,000"
harrisonburg-county-va,va,,,,,,
hart-county-ga,ga,"25,535",18.8%,43,"$41,216","9,989","$131,200"
hart-county-ky,ky,"18,531",23.1%,40.6,"$37,315","7,125","$90,200"
harris-county-ga,ga,"33,198",7.29%,43.2,"$69,539","15,123","$194,800"
harris-county-tx,tx,4.7M,16.8%,33.7,"$60,232",2.27M,"$187,100"
hartford-county-ct,ct,"892,697",11.2%,40.3,"$73,151","454,221","$241,700"
hartley-county-tx,tx,"5,821",8.1%,39.8,"$64,427","2,049","$146,900"
harvey-county-ks,ks,"34,683",11.2%,39.2,"$55,687","16,969","$120,200"
haskell-county-ks,ks,"4,081",13.3%,36.1,"$53,780","1,950","$102,600"
haskell-county-ok,ok,"12,746",19.2%,40.3,"$38,017","4,659","$87,500"
haskell-county-tx,tx,"5,806",19.3%,43.4,"$43,529","2,180","$49,200"
hawaii-county-hi,hi,"196,325",17.4%,42.1,"$56,395","84,962","$316,000"
hawkins-county-tn,tn,"56,402",19.3%,44.2,"$38,728","21,867","$115,400"
hayes-county-ne,ne,957,8.99%,42.7,"$44,946",502,"$77,500"
hays-county-tx,tx,,,,,,
haywood-county-nc,nc,"59,854",16.6%,47.5,"$45,538","25,518","$175,900"
haywood-county-tn,tn,"17,944",19.1%,40,"$36,118","7,686","$104,300"
heard-county-ga,ga,"11,607",17.4%,41.9,"$44,897","4,797","$100,500"
hemphill-county-tx,tx,"4,152",8.84%,35.1,"$68,679","1,898","$130,700"
hempstead-county-ar,ar,"22,154",25.3%,38.9,"$38,701","8,819","$76,200"
henderson-county-il,il,"6,927",11.3%,49.2,"$47,428","3,331","$88,100"
henderson-county-ky,ky,"46,252",19.3%,40.4,"$43,458","20,942","$118,000"
henderson-county-nc,nc,"112,156",11.8%,46.9,"$50,454","50,174","$193,200"
henderson-county-tn,tn,"27,889",19.5%,41.2,"$42,711","11,255","$92,700"
henderson-county-tx,tx,"79,687",18%,43.8,"$44,888","31,087","$99,000"
hendricks-county-in,in,"158,170",5.05%,37.6,"$74,245","81,408","$171,600"
hendry-county-fl,fl,"39,064",25.5%,33.7,"$37,966","16,313","$79,700"
hennepin-county-mn,mn,1.26M,11.5%,36.5,"$76,052","707,713","$289,900"
henrico-county-va,va,"329,261",10.4%,39.3,"$68,069","174,908","$254,100"
henry-county-al,al,"17,110",13.7%,43.5,"$45,569","6,949","$112,600"
henry-county-ga,ga,"217,506",11.4%,36.7,"$64,752","100,413","$154,900"
henry-county-il,il,"49,649",12.5%,42.7,"$55,755","22,901","$115,800"
henry-county-in,in,"48,649",16.1%,42.2,"$46,131","20,044","$94,800"
henry-county-ia,ia,"19,865",12.2%,40.4,"$52,275","9,304","$107,900"
henry-county-ky,ky,"15,677",18.2%,41.3,"$50,787","7,143","$126,100"
henry-county-mo,mo,"21,834",21.2%,44,"$41,089","8,906","$92,200"
henry-county-oh,oh,"27,463",9.05%,41.2,"$58,070","13,527","$116,200"
henry-county-tn,tn,"32,263",19.7%,45.3,"$40,415","12,680","$97,000"
henry-county-va,va,"51,956",19.2%,46.8,"$36,779","20,659","$94,300"
herkimer-county-ny,ny,"62,943",14.9%,43.7,"$49,077","28,650","$95,800"
hernando-county-fl,fl,"179,144",14.3%,48.9,"$44,324","63,962","$120,600"
hertford-county-nc,nc,"24,262",23.3%,42.4,"$35,806","9,163","$86,800"
hettinger-county-nd,nd,"2,601",9.35%,47.3,"$56,118","1,181","$108,200"
hickman-county-ky,ky,"4,625",14.8%,48.3,"$38,036","1,631","$70,200"
hickman-county-tn,tn,"24,502",19.7%,40.9,"$39,333","9,659","$104,800"
hidalgo-county-nm,nm,"4,446",26%,42.6,"$31,829","1,614","$81,200"
hidalgo-county-tx,tx,"865,939",31.8%,29.5,"$39,165","338,116","$87,500"
highland-county-oh,oh,"43,031",21.6%,40.3,"$42,333","17,468","$107,800"
highland-county-va,va,"2,213",10.6%,60.5,"$45,094",905,"$184,000"
highlands-county-fl,fl,"100,177",18.7%,53.1,"$36,374","31,980","$87,900"
hill-county-mt,mt,"16,468",21.2%,34.4,"$45,269","7,144","$128,000"
hill-county-tx,tx,"35,098",17.5%,42.5,"$45,970","14,579","$93,700"
hillsborough-county-fl,fl,1.44M,15.7%,37.1,"$58,480","701,413","$232,500"
hillsborough-county-nh,nh,"415,247",8.56%,41.1,"$78,978","228,593","$283,500"
hillsdale-county-mi,mi,"45,909",17%,42,"$46,160","19,345","$105,600"
hinds-county-ms,ms,"243,249",23.9%,34.2,"$41,011","105,853","$109,400"
hinsdale-county-co,co,820,12%,57.2,"$53,056",399,"$325,400"
hitchcock-county-ne,ne,"2,860",14.2%,47.1,"$41,582","1,349","$58,400"
hocking-county-oh,oh,"28,547",14.2%,42.7,"$48,073","12,571","$118,400"
hockley-county-tx,tx,"23,273",14.9%,33.4,"$49,184","10,337","$82,300"
hodgeman-county-ks,ks,"1,875",8.37%,46.8,"$55,345",991,"$86,700"
hoke-county-nc,nc,"52,571",21.9%,31.9,"$45,713","17,925","$137,700"
holmes-county-fl,fl,"19,483",26.6%,42.2,"$37,474","6,391","$92,400"
holmes-county-ms,ms,"18,267",46.5%,34.5,"$20,330","4,891","$50,600"
holmes-county-oh,oh,"43,808",12%,30.8,"$58,728","19,857","$183,800"
holt-county-mo,mo,"4,499",12%,48.4,"$43,981","2,119","$93,700"
holt-county-ne,ne,"10,293",8.89%,44.1,"$52,050","5,662","$102,900"
honolulu-county-hi,hi,"980,080",9.07%,38.1,"$84,423","472,885","$701,200"
hood-county-tx,tx,"55,418",12.3%,46.8,"$60,275","22,905","$170,800"
hood-river-county-or,or,"22,938",12.1%,39,"$57,269","11,263","$339,400"
hooker-county-ne,ne,684,17.4%,58,"$41,607",304,"$85,800"
hopewell-county-va,va,,,,,,
hopkins-county-ky,ky,"45,985",17.2%,41.3,"$44,048","18,920","$96,600"
hopkins-county-tx,tx,"35,929",17.9%,39.6,"$47,832","15,408","$97,200"
horry-county-sc,sc,"344,147",17%,46.3,"$49,047","150,377","$187,000"
hot-spring-county-ar,ar,"33,480",15.8%,41.7,"$40,626","13,378","$88,900"
hot-springs-county-wy,wy,"4,741",12.5%,49.7,"$48,403","2,290","$147,700"
houghton-county-mi,mi,"36,333",21.4%,32.9,"$41,379","15,228","$102,400"
houston-county-al,al,"104,108",18.5%,39.6,"$42,803","44,108","$127,100"
houston-county-ga,ga,"150,341",16.7%,35.1,"$55,965","65,928","$135,800"
houston-county-mn,mn,"18,709",8.85%,45.4,"$56,837","10,094","$164,200"
houston-county-tn,tn,"8,188",17.1%,43.6,"$41,820","3,049","$94,900"
houston-county-tx,tx,"22,849",24.7%,44.6,"$33,552","7,642","$80,200"
howard-county-ar,ar,"13,472",21%,38.5,"$34,851","5,560","$94,100"
howard-county-in,in,"82,457",16.5%,41.5,"$47,958","36,774","$101,300"
howard-county-ia,ia,"9,321",11.6%,41.8,"$51,422","4,695","$107,700"
howard-county-md,md,"323,196",5.16%,39.2,"$116,984","171,541","$476,600"
howard-county-mo,mo,"10,144",16.4%,38.9,"$50,356","4,804","$116,300"
howard-county-ne,ne,"6,385",10.2%,43.3,"$53,648","3,307","$119,600"
howard-county-tx,tx,"36,491",13.9%,36.7,"$50,855","14,393","$85,700"
howell-county-mo,mo,"40,139",22.9%,40.2,"$34,984","16,463","$102,200"
hubbard-county-mn,mn,"20,743",10.8%,48.6,"$52,941","9,611","$182,700"
hudson-county-nj,nj,"676,061",17.1%,35.3,"$74,414","369,645","$405,200"
hudspeth-county-tx,tx,"3,702",35.6%,38.8,"$26,346","1,083","$44,100"
huerfano-county-co,co,"6,498",14.8%,54.9,"$35,801","2,408","$137,400"
hughes-county-ok,ok,"13,519",20.1%,39.8,"$38,425","4,310","$69,400"
hughes-county-sd,sd,"17,572",11.3%,38.3,"$59,741","9,402","$173,400"
humboldt-county-ca,ca,"135,490",20.8%,37.7,"$43,718","59,592","$285,800"
humboldt-county-ia,ia,"9,586",13%,43,"$48,847","4,698","$93,900"
humboldt-county-nv,nv,"17,088",9.11%,35.6,"$69,324","8,394","$163,500"
humphreys-county-ms,ms,"8,678",40.5%,36.4,"$26,188","2,730","$64,200"
humphreys-county-tn,tn,"18,281",18.4%,42.1,"$40,998","7,202","$103,000"
hunt-county-tx,tx,"90,322",18.8%,37.9,"$49,319","38,753","$105,000"
hunterdon-county-nj,nj,"125,717",4.46%,45.9,"$110,969","66,382","$393,800"
huntingdon-county-pa,pa,"45,686",13.6%,42.9,"$46,765","18,540","$121,900"
huntington-county-in,in,"36,520",11.6%,40.3,"$50,063","18,256","$102,700"
huron-county-mi,mi,"31,750",13.6%,48.5,"$45,191","14,090","$96,200"
huron-county-oh,oh,"58,497",14.2%,39.2,"$49,710","27,061","$118,800"
hutchinson-county-sd,sd,"7,277",13%,44.3,"$49,583","3,592","$81,300"
hutchinson-county-tx,tx,"21,704",16.4%,36.9,"$50,035","9,149","$75,500"
hyde-county-nc,nc,"5,507",20.3%,42.7,"$40,532","2,038","$81,000"
hyde-county-sd,sd,"1,373",14.2%,50,"$53,696",683,"$88,100"
iberia-county-la,la,,,,,,
iberville-county-la,la,,,,,,
ida-county-ia,ia,"6,965",10.3%,44.7,"$51,978","3,533","$91,900"
idaho-county-id,id,"16,275",13.5%,49.5,"$40,299","6,321","$164,600"
imperial-county-ca,ca,"179,957",23.8%,32.2,"$44,779","59,757","$167,700"
independence-county-ar,ar,"37,097",18.5%,39.8,"$39,945","15,305","$104,400"
indian-river-county-fl,fl,"147,981",12.7%,52.2,"$49,009","56,016","$172,600"
indiana-county-pa,pa,"86,551",16.6%,39.7,"$46,306","38,523","$111,200"
ingham-county-mi,mi,"292,735",20.9%,32.1,"$52,691","145,718","$142,700"
inyo-county-ca,ca,"18,195",10.2%,45.6,"$51,500","8,275","$243,100"
ionia-county-mi,mi,"64,147",13.1%,38.7,"$51,980","27,980","$117,000"
iosco-county-mi,mi,"25,317",16.9%,52.6,"$41,414","8,924","$89,000"
iowa-county-ia,ia,"16,231",9.8%,41.8,"$58,077","8,623","$143,900"
iowa-county-wi,wi,"23,576",9.02%,42.5,"$60,017","12,412","$171,700"
iredell-county-nc,nc,"169,798",12.7%,40.4,"$55,957","80,746","$173,600"
irion-county-tx,tx,"1,592",13.5%,45.5,"$63,021",718,"$146,400"
iron-county-mi,mi,"11,291",14.2%,53.8,"$36,773","4,376","$76,700"
iron-county-mo,mo,"10,286",21.2%,45.3,"$36,457","3,829","$83,100"
iron-county-wi,wi,"5,748",15.2%,53.8,"$39,855","2,536","$107,200"
iroquois-county-il,il,"28,457",15.5%,44.3,"$48,857","13,219","$96,800"
irwin-county-ga,ga,"9,278",24.5%,39.7,"$34,677","3,301","$81,200"
isabella-county-mi,mi,"70,572",27.3%,27.4,"$42,771","33,890","$128,400"
isanti-county-mn,mn,"38,584",7.12%,39.5,"$67,565","19,857","$172,900"
island-county-wa,wa,"80,323",9.53%,44.1,"$61,516","32,230","$311,400"
isle-of-wight-county-va,va,"36,090",10.3%,44.4,"$67,767","17,338","$249,100"
issaquena-county-ms,ms,"1,296",40.3%,38.8,"$25,609",333,"$50,200"
itasca-county-mn,mn,"45,237",12.6%,45.9,"$52,050","20,287","$156,100"
itawamba-county-ms,ms,"23,439",18.4%,39.8,"$38,358","9,392","$87,000"
izard-county-ar,ar,"13,521",17.7%,48,"$39,135","4,615","$79,400"
jack-county-tx,tx,"8,839",18.2%,40.6,"$52,829","3,160","$81,400"
